|citation|section_title|text
1352|151.257.b|  FORFEITURE OF SECURITY:  DETERMINATION|If the security filed by the person is a surety bond, the comptroller shall send a copy of the determination to each surety on the bond and shall demand payment from both the person filing the bond and each surety.  A surety's obligation under the bond is not affected by whether the surety has a record of the receipt of a copy of the comptroller's determination notice or payment demand.
1353|151.258.b|  SALE OF SECURITY|
1354|151.258.a|  SALE OF SECURITY|(a)
1355|151.258.a|  SALE OF SECURITY|If necessary to recover an amount of tax, penalty, or interest, the comptroller may sell security deposited under this subchapter.  A sale shall be public and notice of the sale may be given personally or by mail to the person who deposited the security.
1356|151.258.b|  SALE OF SECURITY|(b)
1357|151.258.b|  SALE OF SECURITY|If the notice is given by mail, the comptroller may send it to the last known address appearing in the records of the comptroller.
1358|151.258.c|  SALE OF SECURITY|(c)
1359|151.258.c|  SALE OF SECURITY|Subject to the requirement of additional security required by Section 151.260 of this code, the comptroller shall return to the depositor any security remaining after the sale and after recovering the amount of tax, penalty, and interest due from the depositor.
1360|151.259.c|  SECURITY INSUFFICIENT TO PAY TAX|
1361|151.259.a|  SECURITY INSUFFICIENT TO PAY TAX|(a)
1362|151.259.a|  SECURITY INSUFFICIENT TO PAY TAX|If payment of the tax due is not made and the forfeiture of the security does not satisfy the delinquency, the comptroller shall suspend or revoke the permit or registration of the taxpayer as provided by Section 151.203 of this code.
1363|151.259.b|  SECURITY INSUFFICIENT TO PAY TAX|(b)
1364|151.259.b|  SECURITY INSUFFICIENT TO PAY TAX|If the permit or registration is suspended, the comptroller shall certify to the attorney general the amount of taxes, penalties, and interest delinquent under this chapter.
1365|151.259.c|  SECURITY INSUFFICIENT TO PAY TAX|(c)
1366|151.259.c|  SECURITY INSUFFICIENT TO PAY TAX|A permit or registration revoked or suspended under this section may not be reinstated until all taxes, penalties, and interest have been paid and another security is filed with the comptroller.  The comptroller shall set the amount of the security subject only to the maximum amounts provided by Section 151.253
1367|151.259.b|  SECURITY INSUFFICIENT TO PAY TAX|(b)
1368|151.259.b|  SECURITY INSUFFICIENT TO PAY TAX|of this code.
1369|151.260.b|  SECURITY SUFFICIENT TO PAY TAX|
1370|151.260.a|  SECURITY SUFFICIENT TO PAY TAX|(a)
1371|151.260.a|  SECURITY SUFFICIENT TO PAY TAX|If the security is forfeited in whole or in part and no delinquency remains, the comptroller shall demand from the person new or additional security to be filed before the expiration of 10 days after the date the notice of the demand is given.
1372|151.260.b|  SECURITY SUFFICIENT TO PAY TAX|(b)
1373|151.260.b|  SECURITY SUFFICIENT TO PAY TAX|The amount of the new or additional security shall be set by the comptroller subject only to the maximum amounts as provided by Section 151.253
1374|151.260.b|  SECURITY SUFFICIENT TO PAY TAX|(b)
1375|151.260.b|  SECURITY SUFFICIENT TO PAY TAX|of this code.
1376|151.260.c|  SECURITY SUFFICIENT TO PAY TAX|(c)
1377|151.260.c|  SECURITY SUFFICIENT TO PAY TAX|If the person fails to file the amount of the new or additional security before the expiration of the 10-day period, the comptroller shall suspend or revoke the permit or registration of the taxpayer as provided by Section 151.203 of this code and certify the name and address of the person to the attorney general.
1378|151.261.c|  NOTICE TO CITIES|If a permit or registration is revoked or suspended under this subchapter, the comptroller shall notify the applicable city of any delinquency under the Local Sales and Use Tax Act.
1379|151.262.c|  SUITS BY ATTORNEY GENERAL|
1380|151.262.a|  SUITS BY ATTORNEY GENERAL|(a)
1381|151.262.a|  SUITS BY ATTORNEY GENERAL|The attorney general may file suit for an injunction prohibiting a person from engaging in the business of selling taxable items subject to the taxes imposed by this chapter if the person engages in that business and does not have a valid permit or retailer's registration issued to him by the comptroller for each place of business.
1382|151.262.b|  SUITS BY ATTORNEY GENERAL|(b)
1383|151.262.b|  SUITS BY ATTORNEY GENERAL|The attorney general shall bring suit against a person whose name is certified to him under Section 151.259
1384|151.262.b|  SUITS BY ATTORNEY GENERAL|(b)
1385|151.262.b|  SUITS BY ATTORNEY GENERAL|of this code, the person's sureties, or both, to collect the amount of delinquent tax due.
1386|151.262.c|  SUITS BY ATTORNEY GENERAL|(c)
1387|151.262.c|  SUITS BY ATTORNEY GENERAL|The attorney general may bring suit on a surety bond against the sureties without making the person who is the principal obligor a party to the suit.
1388|151.262.d|  SUITS BY ATTORNEY GENERAL|(d)
1389|151.262.d|  SUITS BY ATTORNEY GENERAL|Venue for a suit under this section is in Travis County.
1390|151.301.d|  EXEMPTED FROM THE TAXES IMPOSED BY THIS CHAPTER|If a taxable item is exempted from the taxes imposed by this chapter, the sale, storage, use or other consumption of the item is not subject to the sales tax imposed by Section 151.051 of this code or the use tax imposed by Section 151.101 of this code if the item meets the qualifications for exemption as provided in this subchapter;  and when an item is exempted from the taxes imposed by this chapter the receipts from its sale are excluded from the computation of the taxes.
1391|151.302.d|  SALES FOR RESALE|
1392|151.302.a|  SALES FOR RESALE|(a)
1393|151.302.a|  SALES FOR RESALE|The sale for resale of a taxable item is exempted from the taxes imposed by this chapter.
1394|151.302.b|  SALES FOR RESALE|(b)
1395|151.302.b|  SALES FOR RESALE|Tangible personal property used to perform a taxable service is not considered resold unless the care, custody, and control of the tangible personal property is transferred to the purchaser of the service.
1396|151.302.c|  SALES FOR RESALE|(c)
1397|151.302.c|  SALES FOR RESALE|Internal or external wrapping, packing, and packaging supplies used by a person in wrapping, packing, or packaging tangible personal property or in the performance of a service for the purpose of furthering the sale of the tangible personal property or the service may not be purchased by the person for resale.
1398|151.302.d|  SALES FOR RESALE|(d)
1399|151.302.d|  SALES FOR RESALE|In this section, wrapping, packing, and packaging supplies include:
1400|151.302.1|  SALES FOR RESALE|(1)
1401|151.302.1|  SALES FOR RESALE|wrapping paper, wrapping twine, bags, cartons, crates, crating material, tape, rope, rubber bands, labels, staples, glue, and mailing tubes;  and
1402|151.302.2|  SALES FOR RESALE|(2)
1403|151.302.2|  SALES FOR RESALE|excelsior, straw, cardboard fillers, separators, shredded paper, ice, dry ice, cotton batting, shirt boards, hay laths, and property used inside a package to shape, form, stabilize, preserve, or protect the contents.
1404|151.3021.2|  PACKAGING SUPPLIES AND WRAPPING|
1405|151.3021.a|  PACKAGING SUPPLIES AND WRAPPING|(a)
1406|151.3021.a|  PACKAGING SUPPLIES AND WRAPPING|In this section:
1407|151.3021.1|  PACKAGING SUPPLIES AND WRAPPING|(1)
1408|151.3021.1|  PACKAGING SUPPLIES AND WRAPPING|Laundry or dry cleaner does not include coin- operated or other self-service garment cleaning facilities.
1409|151.3021.2|  PACKAGING SUPPLIES AND WRAPPING|(2)
1410|151.3021.2|  PACKAGING SUPPLIES AND WRAPPING|Wrapping, packing, and packaging supplies means hangers, safety pins, pins, inventory tags, staples, boxes, paper wrappers, and plastic bags.
1411|151.3021.b|  PACKAGING SUPPLIES AND WRAPPING|(b)
1412|151.3021.b|  PACKAGING SUPPLIES AND WRAPPING|Internal and external wrapping, packing, and packaging supplies are exempted from the taxes imposed by this chapter if sold to a person who is a laundry or dry cleaner for use in wrapping, packing, or packaging an item that has been pressed and dry cleaned or laundered by the person operating as a laundry or dry cleaner in the regular course of business.
1413|151.303.b|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|
1414|151.303.a|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|(a)
1415|151.303.a|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|The storage, use, or other consumption of a taxable item the sale of which is subject to the sales tax is exempted from the use tax imposed by Subchapter D of this chapter.
1416|151.303.b|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|(b)
1417|151.303.b|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|The storage, use, or other consumption of a taxable item on which the person storing, using, or consuming the item has paid a use tax is exempted from the use tax imposed by Subchapter D of this chapter.
1418|151.303.c|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|(c)
1419|151.303.c|  PREVIOUSLY TAXED ITEMS:  USE TAX EXEMPTION OR CREDIT|A taxpayer is entitled to a credit against the use tax imposed by Subchapter D of this chapter on a taxable item in an amount equal to the amount of any similar tax paid by the taxpayer in another state on the sale, purchase, or use of the taxable item if the state in which the tax was paid provides a similar credit for a taxpayer of this state.
1420|151.304.c|  OCCASIONAL SALES|
1421|151.304.a|  OCCASIONAL SALES|(a)
1422|151.304.a|  OCCASIONAL SALES|An occasional sale of a taxable item and the storage, use, or consumption of a taxable item the sale or transfer of which to a consumer is made by an occasional sale are exempted from the taxes imposed by this chapter.
1423|151.304.b|  OCCASIONAL SALES|(b)
1424|151.304.b|  OCCASIONAL SALES|In this section, occasional sale means:
1425|151.304.1|  OCCASIONAL SALES|(1)
1426|151.304.1|  OCCASIONAL SALES|one or two sales of taxable items, other than an amusement service, at retail during a 12-month period by a person who does not habitually engage, or hold himself out as engaging, in the business of selling taxable items at retail;
1427|151.304.2|  OCCASIONAL SALES|(2)
1428|151.304.2|  OCCASIONAL SALES|the sale of the entire operating assets of a business or of a separate division, branch, or identifiable segment of a business;
1429|151.304.3|  OCCASIONAL SALES|(3)
1430|151.304.3|  OCCASIONAL SALES|a transfer of all or substantially all the property used by a person in the course of an activity if after the transfer the real or ultimate ownership of the property is substantially similar to that which existed before the transfer;
1431|151.304.4|  OCCASIONAL SALES|(4)
1432|151.304.4|  OCCASIONAL SALES|the sale of not more than 10 admissions for amusement services during a 12-month period by a person who does not hold himself out as engaging, or does not habitually engage, in providing amusement services; or
1433|151.304.5|  OCCASIONAL SALES|(5)
1434|151.304.5|  OCCASIONAL SALES|the sale of tangible personal property by an individual if:
1435|151.304.A|  OCCASIONAL SALES|(A)
1436|151.304.A|  OCCASIONAL SALES|the property was originally bought by the individual or a member of the individual's family for the personal use of the individual or the individual's family;
1437|151.304.B|  OCCASIONAL SALES|(B)
1438|151.304.B|  OCCASIONAL SALES|the individual does not hold a permit issued under this chapter and is not required to obtain a permit as a seller or retailer as those terms are defined by Section 151.008;
1439|151.304.C|  OCCASIONAL SALES|(C)
1440|151.304.C|  OCCASIONAL SALES|the individual does not employ an auctioneer, broker, or factor, other than an online auction, to sell the property; and
1441|151.304.D|  OCCASIONAL SALES|(D)
1442|151.304.D|  OCCASIONAL SALES|the total receipts from sales of the individual's tangible personal property in a calendar year do not exceed $3,000.
1443|151.304.c|  OCCASIONAL SALES|(c)
1444|151.304.c|  OCCASIONAL SALES|Within the meaning of Subsection (b)
1445|151.304.2|  OCCASIONAL SALES|(2)
1446|151.304.2|  OCCASIONAL SALES|of this section, a separate division, branch, or identifiable segment of a business exists if before its sale the income and expenses attributable to the separate division, branch, or segment could be separately ascertained from the books of account or record.
1447|151.304.d|  OCCASIONAL SALES|(d)
1448|151.304.d|  OCCASIONAL SALES|Within the meaning of Subsection (b)
1449|151.304.3|  OCCASIONAL SALES|(3)
1450|151.304.3|  OCCASIONAL SALES|of this section, the stockholders, bondholders, partners, or other persons holding an interest in a corporation or other entity have the real or ultimate ownership of the property of the corporation or other entity.
1451|151.304.e|  OCCASIONAL SALES|(e)
1452|151.304.e|  OCCASIONAL SALES|This section does not apply to a rental or lease of a taxable item.
1453|151.304.f|  OCCASIONAL SALES|(f)
1454|151.304.f|  OCCASIONAL SALES|Subsection (b)
1455|151.304.1|  OCCASIONAL SALES|(1)
1456|151.304.1|  OCCASIONAL SALES|of this section does not apply to a sale made by a person who holds a permit issued pursuant to the provisions of this chapter.
1457|151.304.g|  OCCASIONAL SALES|(g)
1458|151.304.g|  OCCASIONAL SALES|A person who holds a permit issued under this chapter and makes a purchase from a person entitled to claim the exemption provided by Subsection (b)
1459|151.304.1|  OCCASIONAL SALES|(1)
1460|151.304.1|  OCCASIONAL SALES|of this section shall accrue use tax on the transaction and remit it to the comptroller.
1461|151.305.1|  COIN-OPERATED MACHINE SALES|
1462|151.305.a|  COIN-OPERATED MACHINE SALES|(a)
1463|151.305.a|  COIN-OPERATED MACHINE SALES|The following tangible personal property sold through a coin-operated bulk vending machine for a total consideration of 50 cents or less is exempt from the taxes imposed by this chapter:
